id,timestamp,mac,temperatura,umidade,latencia,hops
8380,2025-10-26 13:36:07,40:4c:ca:5d:ec:4c,20.56,75.32,63,3
8381,2025-10-26 13:38:07,40:4c:ca:5e:09:2c,29.96,81.49,55,1
8382,2025-10-26 13:38:07,40:4c:ca:5d:e6:e8,23.97,89.24,68,2
8383,2025-10-26 13:41:07,40:4c:ca:5d:ec:4c,28.72,87.13,65,3
8384,2025-10-26 13:43:06,40:4c:ca:5e:09:2c,23.56,63.84,50,1
8385,2025-10-26 13:43:07,40:4c:ca:5d:e6:e8,29.96,81.49,63,2
8386,2025-10-26 13:46:07,40:4c:ca:5d:ec:4c,25.9,70.09,57,3
8387,2025-10-26 13:48:06,40:4c:ca:5e:09:2c,18.93,69.45,49,1
8388,2025-10-26 13:48:07,40:4c:ca:5d:e6:e8,23.56,63.84,63,2
8389,2025-10-26 13:51:07,40:4c:ca:5d:ec:4c,24.19,73.05,63,3
8390,2025-10-26 13:53:06,40:4c:ca:5e:09:2c,26.07,88.06,53,1
8391,2025-10-26 13:53:07,40:4c:ca:5d:e6:e8,18.93,69.45,67,2
8392,2025-10-26 13:56:07,40:4c:ca:5d:ec:4c,24.95,63.49,56,3
8393,2025-10-26 13:58:06,40:4c:ca:5e:09:2c,22.09,76.54,57,1
8394,2025-10-26 13:58:07,40:4c:ca:5d:e6:e8,26.07,88.06,61,2
8395,2025-10-26 14:01:07,40:4c:ca:5d:ec:4c,23.27,61.19,68,3
8396,2025-10-26 14:03:06,40:4c:ca:5e:09:2c,18.52,86.65,51,1
8397,2025-10-26 14:03:07,40:4c:ca:5d:e6:e8,22.09,76.54,59,2
8398,2025-10-26 14:06:07,40:4c:ca:5d:ec:4c,23.97,89.24,74,3
8399,2025-10-26 14:08:06,40:4c:ca:5e:09:2c,25.83,61.38,32,1
8400,2025-10-26 14:08:07,40:4c:ca:5d:e6:e8,18.52,86.65,39,2
8401,2025-10-26 14:11:07,40:4c:ca:5d:ec:4c,29.96,81.49,66,3
8402,2025-10-26 14:13:06,40:4c:ca:5e:09:2c,30.01,78.9,55,1
8403,2025-10-26 14:13:07,40:4c:ca:5d:e6:e8,25.83,61.38,76,2
8404,2025-10-26 14:16:07,40:4c:ca:5d:ec:4c,23.56,63.84,73,3
8405,2025-10-26 14:18:06,40:4c:ca:5e:09:2c,28.3,81.37,55,1
8406,2025-10-26 14:18:07,40:4c:ca:5d:e6:e8,30.01,78.9,70,2
8407,2025-10-26 14:21:07,40:4c:ca:5d:ec:4c,18.93,69.45,68,3
8408,2025-10-26 14:23:06,40:4c:ca:5e:09:2c,24.95,73.56,56,1
8409,2025-10-26 14:23:07,40:4c:ca:5d:e6:e8,28.3,81.37,70,2
8410,2025-10-26 14:26:07,40:4c:ca:5d:ec:4c,26.07,88.06,72,3
8411,2025-10-26 14:28:06,40:4c:ca:5e:09:2c,25.63,79.11,56,1
8412,2025-10-26 14:28:07,40:4c:ca:5d:e6:e8,24.95,73.56,66,2
8413,2025-10-26 14:31:07,40:4c:ca:5d:ec:4c,22.09,76.54,64,3
8414,2025-10-26 14:33:06,40:4c:ca:5e:09:2c,20.27,74.42,56,1
8415,2025-10-26 14:33:07,40:4c:ca:5d:e6:e8,25.63,79.11,63,2
8416,2025-10-26 14:36:07,40:4c:ca:5d:ec:4c,18.52,86.65,65,3
8417,2025-10-26 14:38:06,40:4c:ca:5e:09:2c,27.06,80.68,49,1
8418,2025-10-26 14:38:07,40:4c:ca:5d:e6:e8,20.27,74.42,68,2
8419,2025-10-26 14:41:07,40:4c:ca:5d:ec:4c,25.83,61.38,72,3
8420,2025-10-26 14:43:06,40:4c:ca:5e:09:2c,21.12,75.01,50,1
8421,2025-10-26 14:43:07,40:4c:ca:5d:e6:e8,27.06,80.68,62,2
8422,2025-10-26 14:46:07,40:4c:ca:5d:ec:4c,30.01,78.9,63,3
8423,2025-10-26 14:48:06,40:4c:ca:5e:09:2c,23.1,76.8,52,1
8424,2025-10-26 14:48:07,40:4c:ca:5d:e6:e8,21.12,75.01,80,2
8425,2025-10-26 14:51:07,40:4c:ca:5d:ec:4c,28.3,81.37,64,3
8426,2025-10-26 14:53:06,40:4c:ca:5e:09:2c,23.58,70.71,50,1
8427,2025-10-26 14:53:07,40:4c:ca:5d:e6:e8,23.1,76.8,63,2
8428,2025-10-26 14:56:07,40:4c:ca:5d:ec:4c,24.95,73.56,62,3
8429,2025-10-26 14:58:06,40:4c:ca:5e:09:2c,23.31,75.14,50,1
8430,2025-10-26 14:58:07,40:4c:ca:5d:e6:e8,23.58,70.71,54,2
8431,2025-10-26 15:01:07,40:4c:ca:5d:ec:4c,25.63,79.11,62,3
8432,2025-10-26 15:03:06,40:4c:ca:5e:09:2c,28.47,87.64,50,1
8433,2025-10-26 15:03:07,40:4c:ca:5d:e6:e8,23.31,75.14,54,2
8434,2025-10-26 15:06:07,40:4c:ca:5d:ec:4c,20.27,74.42,71,3
8435,2025-10-26 15:08:06,40:4c:ca:5e:09:2c,30.97,69.25,33,1
8436,2025-10-26 15:08:07,40:4c:ca:5d:e6:e8,28.47,87.64,41,2
8437,2025-10-26 15:11:07,40:4c:ca:5d:ec:4c,27.06,80.68,67,3
8438,2025-10-26 15:13:06,40:4c:ca:5e:09:2c,29.38,84.31,51,1
8439,2025-10-26 15:13:07,40:4c:ca:5d:e6:e8,30.97,69.25,58,2
8440,2025-10-26 15:16:07,40:4c:ca:5d:ec:4c,21.12,75.01,67,3
8441,2025-10-26 15:18:06,40:4c:ca:5e:09:2c,19.18,71.87,66,1
8442,2025-10-26 15:18:07,40:4c:ca:5d:e6:e8,29.38,84.31,72,2
8443,2025-10-26 15:21:07,40:4c:ca:5d:ec:4c,23.1,76.8,70,3
8444,2025-10-26 15:23:06,40:4c:ca:5e:09:2c,19.51,66.87,60,1
8445,2025-10-26 15:23:07,40:4c:ca:5d:e6:e8,19.18,71.87,67,2
8446,2025-10-26 15:26:07,40:4c:ca:5d:ec:4c,23.58,70.71,64,3
8447,2025-10-26 15:28:06,40:4c:ca:5e:09:2c,28.13,61.79,51,1
8448,2025-10-26 15:28:07,40:4c:ca:5d:e6:e8,19.51,66.87,54,2
8449,2025-10-26 15:31:07,40:4c:ca:5d:ec:4c,23.31,75.14,61,3
8450,2025-10-26 15:33:06,40:4c:ca:5e:09:2c,26.95,90.5,55,1
8451,2025-10-26 15:33:07,40:4c:ca:5d:e6:e8,28.13,61.79,54,2
8452,2025-10-26 15:36:07,40:4c:ca:5d:ec:4c,28.47,87.64,63,3
8453,2025-10-26 15:38:06,40:4c:ca:5e:09:2c,29.5,66.13,50,1
8454,2025-10-26 15:38:07,40:4c:ca:5d:e6:e8,26.95,90.5,60,2
8455,2025-10-26 15:41:07,40:4c:ca:5d:ec:4c,30.97,69.25,65,3
8456,2025-10-26 15:43:06,40:4c:ca:5e:09:2c,27.62,78.34,49,1
8457,2025-10-26 15:43:07,40:4c:ca:5d:e6:e8,29.5,66.13,69,2
8458,2025-10-26 15:46:07,40:4c:ca:5d:ec:4c,29.38,84.31,72,3
8459,2025-10-26 15:48:06,40:4c:ca:5e:09:2c,29.73,67.47,51,1
8460,2025-10-26 15:48:07,40:4c:ca:5d:e6:e8,27.62,78.34,55,2
8461,2025-10-26 15:51:07,40:4c:ca:5d:ec:4c,19.18,71.87,70,3
8462,2025-10-26 15:53:06,40:4c:ca:5e:09:2c,25.21,66.3,55,1
8463,2025-10-26 15:53:07,40:4c:ca:5d:e6:e8,29.73,67.47,67,2
8464,2025-10-26 15:56:07,40:4c:ca:5d:ec:4c,19.51,66.87,71,3
8465,2025-10-26 15:58:06,40:4c:ca:5e:09:2c,26.4,68.57,54,1
8466,2025-10-26 15:58:07,40:4c:ca:5d:e6:e8,25.21,66.3,73,2
8467,2025-10-26 16:01:07,40:4c:ca:5d:ec:4c,28.13,61.79,63,3
8468,2025-10-26 16:03:06,40:4c:ca:5e:09:2c,25.78,66.26,48,1
8469,2025-10-26 16:03:07,40:4c:ca:5d:e6:e8,26.4,68.57,54,2
8470,2025-10-26 16:06:07,40:4c:ca:5d:ec:4c,26.95,90.5,58,3
8471,2025-10-26 16:08:06,40:4c:ca:5e:09:2c,18.03,79.97,35,1
8472,2025-10-26 16:08:07,40:4c:ca:5d:e6:e8,25.78,66.26,45,2
8473,2025-10-26 16:11:07,40:4c:ca:5d:ec:4c,29.5,66.13,66,3
8474,2025-10-26 16:13:07,40:4c:ca:5e:09:2c,26.08,89.93,50,1
8475,2025-10-26 16:13:07,40:4c:ca:5d:e6:e8,18.03,79.97,65,2
8476,2025-10-26 16:16:07,40:4c:ca:5d:ec:4c,27.62,78.34,58,3
8477,2025-10-26 16:18:06,40:4c:ca:5e:09:2c,18.88,89.38,53,1
8478,2025-10-26 16:18:07,40:4c:ca:5d:e6:e8,26.08,89.93,63,2
8479,2025-10-26 16:21:07,40:4c:ca:5d:ec:4c,29.73,67.47,64,3
8480,2025-10-26 16:23:07,40:4c:ca:5e:09:2c,24.85,73.93,64,1
8481,2025-10-26 16:23:07,40:4c:ca:5d:e6:e8,18.88,89.38,77,2
8482,2025-10-26 16:26:07,40:4c:ca:5d:ec:4c,25.21,66.3,63,3
8483,2025-10-26 16:28:06,40:4c:ca:5e:09:2c,28.88,68.2,58,1
8484,2025-10-26 16:28:07,40:4c:ca:5d:e6:e8,24.85,73.93,64,2
8485,2025-10-26 16:31:07,40:4c:ca:5d:ec:4c,26.4,68.57,70,3
8486,2025-10-26 16:33:06,40:4c:ca:5e:09:2c,19.11,83.46,55,1
8487,2025-10-26 16:33:07,40:4c:ca:5d:e6:e8,28.88,68.2,64,2
8488,2025-10-26 16:36:07,40:4c:ca:5d:ec:4c,25.78,66.26,62,3
8489,2025-10-26 16:38:06,40:4c:ca:5e:09:2c,20.87,87.1,80,1
8490,2025-10-26 16:38:07,40:4c:ca:5d:e6:e8,19.11,83.46,95,2
8491,2025-10-26 16:41:07,40:4c:ca:5d:ec:4c,18.03,79.97,61,3
8492,2025-10-26 16:43:06,40:4c:ca:5e:09:2c,18.09,70.87,55,1
8493,2025-10-26 16:43:07,40:4c:ca:5d:e6:e8,20.87,87.1,68,2
8494,2025-10-26 16:46:07,40:4c:ca:5d:ec:4c,26.08,89.93,77,3
8495,2025-10-26 16:48:06,40:4c:ca:5e:09:2c,19.68,77.03,55,1
8496,2025-10-26 16:48:07,40:4c:ca:5d:e6:e8,18.09,70.87,66,2
8497,2025-10-26 16:51:07,40:4c:ca:5d:ec:4c,18.88,89.38,66,3
8498,2025-10-26 16:53:06,40:4c:ca:5e:09:2c,26.73,60.0,56,1
8499,2025-10-26 16:53:07,40:4c:ca:5d:e6:e8,19.68,77.03,59,2
8500,2025-10-26 16:56:07,40:4c:ca:5d:ec:4c,24.85,73.93,66,3
8501,2025-10-26 16:58:06,40:4c:ca:5e:09:2c,19.74,63.05,53,1
8502,2025-10-26 16:58:07,40:4c:ca:5d:e6:e8,26.73,60.0,60,2
8503,2025-10-26 17:01:07,40:4c:ca:5d:ec:4c,28.88,68.2,68,3
8504,2025-10-26 17:03:07,40:4c:ca:5e:09:2c,26.83,72.52,56,1
8505,2025-10-26 17:03:07,40:4c:ca:5d:e6:e8,19.74,63.05,62,2
8506,2025-10-26 17:06:08,40:4c:ca:5d:ec:4c,19.11,83.46,61,3
8507,2025-10-26 17:08:07,40:4c:ca:5e:09:2c,21.7,69.87,24,1
8508,2025-10-26 17:08:07,40:4c:ca:5d:e6:e8,26.83,72.52,37,2
8509,2025-10-26 17:11:07,40:4c:ca:5d:ec:4c,20.87,87.1,64,3
8510,2025-10-26 17:13:07,40:4c:ca:5e:09:2c,30.02,69.1,56,1
8511,2025-10-26 17:13:07,40:4c:ca:5d:e6:e8,21.7,69.87,59,2
8512,2025-10-26 17:16:07,40:4c:ca:5d:ec:4c,18.09,70.87,68,3
8513,2025-10-26 17:18:07,40:4c:ca:5e:09:2c,23.05,85.1,60,1
8514,2025-10-26 17:18:07,40:4c:ca:5d:e6:e8,30.02,69.1,61,2
8515,2025-10-26 17:21:07,40:4c:ca:5d:ec:4c,19.68,77.03,62,3
8516,2025-10-26 17:23:06,40:4c:ca:5e:09:2c,29.0,76.96,55,1
8517,2025-10-26 17:23:07,40:4c:ca:5d:e6:e8,23.05,85.1,62,2
8518,2025-10-26 17:26:07,40:4c:ca:5d:ec:4c,26.73,60.0,70,3
8519,2025-10-26 17:28:07,40:4c:ca:5e:09:2c,27.42,70.85,51,1
8520,2025-10-26 17:28:07,40:4c:ca:5d:e6:e8,29.0,76.96,62,2
8521,2025-10-26 17:31:07,40:4c:ca:5d:ec:4c,19.74,63.05,72,3
8522,2025-10-26 17:33:07,40:4c:ca:5e:09:2c,24.6,78.47,50,1
8523,2025-10-26 17:33:07,40:4c:ca:5d:e6:e8,27.42,70.85,56,2
8524,2025-10-26 17:36:37,40:4c:ca:5d:ec:4c,26.83,72.52,67,3
8525,2025-10-26 17:36:37,40:4c:ca:5d:ec:4c,26.83,72.52,67,3
8526,2025-10-26 17:36:37,40:4c:ca:5d:ec:4c,26.83,72.52,67,3
8527,2025-10-26 17:36:37,40:4c:ca:5d:ec:4c,26.83,72.52,67,3
8528,2025-10-26 17:36:37,40:4c:ca:5d:ec:4c,26.83,72.52,67,3
8529,2025-10-26 17:36:37,40:4c:ca:5d:ec:4c,26.83,72.52,67,3
8530,2025-10-26 17:36:37,40:4c:ca:5d:ec:4c,26.83,72.52,67,3
8531,2025-10-26 17:36:38,40:4c:ca:5d:ec:4c,26.83,72.52,67,3
8532,2025-10-26 17:36:38,40:4c:ca:5d:ec:4c,26.83,72.52,67,3
8533,2025-10-26 17:36:38,40:4c:ca:5d:ec:4c,26.83,72.52,67,3
8534,2025-10-26 17:36:38,40:4c:ca:5d:ec:4c,26.83,72.52,67,3
8535,2025-10-26 17:36:38,40:4c:ca:5d:ec:4c,26.83,72.52,67,3
8536,2025-10-26 17:36:39,40:4c:ca:5d:ec:4c,26.83,72.52,67,3
8537,2025-10-26 17:36:39,40:4c:ca:5d:ec:4c,26.83,72.52,67,3
8538,2025-10-26 17:36:39,40:4c:ca:5d:ec:4c,26.83,72.52,67,3
8539,2025-10-26 17:36:39,40:4c:ca:5d:ec:4c,26.83,72.52,67,3
8540,2025-10-26 17:36:39,40:4c:ca:5d:ec:4c,26.83,72.52,67,3
8541,2025-10-26 17:36:39,40:4c:ca:5d:ec:4c,26.83,72.52,67,3
8542,2025-10-26 17:36:39,40:4c:ca:5d:ec:4c,26.83,72.52,67,3
8543,2025-10-26 17:36:39,40:4c:ca:5d:ec:4c,26.83,72.52,67,3
8544,2025-10-26 17:36:39,40:4c:ca:5d:ec:4c,26.83,72.52,67,3
8545,2025-10-26 17:36:39,40:4c:ca:5d:ec:4c,26.83,72.52,67,3
8546,2025-10-26 17:36:39,40:4c:ca:5d:ec:4c,26.83,72.52,67,3
8547,2025-10-26 17:36:39,40:4c:ca:5d:ec:4c,26.83,72.52,67,3
8548,2025-10-26 17:36:39,40:4c:ca:5d:ec:4c,26.83,72.52,67,3
8549,2025-10-26 17:36:39,40:4c:ca:5d:ec:4c,26.83,72.52,67,3
8550,2025-10-26 17:36:39,40:4c:ca:5d:ec:4c,26.83,72.52,67,3
8551,2025-10-26 17:36:39,40:4c:ca:5d:ec:4c,26.83,72.52,67,3
8552,2025-10-26 17:36:40,40:4c:ca:5d:ec:4c,26.83,72.52,67,3
8553,2025-10-26 17:36:40,40:4c:ca:5d:ec:4c,26.83,72.52,67,3
8554,2025-10-26 17:38:07,40:4c:ca:5e:09:2c,25.24,74.31,55,1
8555,2025-10-26 17:38:08,40:4c:ca:5d:e6:e8,24.6,78.47,70,2
8556,2025-10-26 17:41:07,40:4c:ca:5d:ec:4c,21.7,69.87,69,3
8557,2025-10-26 17:43:07,40:4c:ca:5e:09:2c,26.58,72.86,63,1
8558,2025-10-26 17:43:07,40:4c:ca:5d:e6:e8,25.24,74.31,73,2
8559,2025-10-26 18:03:07,40:4c:ca:5d:e6:e8,25.82,66.74,53,1
8560,2025-10-26 18:08:07,40:4c:ca:5d:e6:e8,21.61,73.06,19,1
8561,2025-10-26 18:13:07,40:4c:ca:5d:e6:e8,27.02,64.68,46,1
8562,2025-10-26 18:18:07,40:4c:ca:5d:e6:e8,22.65,79.7,54,1
8563,2025-10-26 18:23:07,40:4c:ca:5d:e6:e8,24.18,66.23,41,1
8564,2025-10-26 18:27:26,40:4c:ca:5e:09:2c,30.33,86.43,52,1
8565,2025-10-26 18:28:07,40:4c:ca:5d:e6:e8,25.89,90.06,51,1
8566,2025-10-26 18:28:26,40:4c:ca:5d:ec:4c,30.33,86.43,68,2
8567,2025-10-26 18:30:27,40:4c:ca:5d:e6:e8,30.33,86.43,53,2
8568,2025-10-26 18:32:26,40:4c:ca:5e:09:2c,23.62,86.29,51,1
8569,2025-10-26 18:33:26,40:4c:ca:5d:ec:4c,23.62,86.29,76,3
8570,2025-10-26 18:35:27,40:4c:ca:5d:e6:e8,23.62,86.29,59,2
8571,2025-10-26 18:37:27,40:4c:ca:5e:09:2c,25.0,75.08,49,1
8572,2025-10-26 18:38:26,40:4c:ca:5d:ec:4c,25.0,75.08,66,3
8573,2025-10-26 18:40:27,40:4c:ca:5d:e6:e8,25.0,75.08,64,2
8574,2025-10-26 18:42:26,40:4c:ca:5e:09:2c,27.52,78.56,94,1
8575,2025-10-26 18:43:26,40:4c:ca:5d:ec:4c,27.52,78.56,84,3
8576,2025-10-26 18:45:27,40:4c:ca:5d:e6:e8,27.52,78.56,69,2
8577,2025-10-26 18:47:27,40:4c:ca:5e:09:2c,23.56,64.19,54,1
8578,2025-10-26 18:48:26,40:4c:ca:5d:ec:4c,23.56,64.19,66,3
8579,2025-10-26 18:50:27,40:4c:ca:5d:e6:e8,23.56,64.19,64,2
8580,2025-10-26 18:52:26,40:4c:ca:5e:09:2c,20.11,76.51,51,1
8581,2025-10-26 18:53:26,40:4c:ca:5d:ec:4c,20.11,76.51,67,3
